node,type,invert_elev,x,y,catchment
34903038,junction,437.4153305546659,1962612.574,591371.999,WWTP4
34903039,junction,481.6764033528066,1961406.349,591364.22,WWTP4
34903040,junction,959.7957835915671,1961500.979,591342.083,WWTP4
34903041,junction,958.265684531369,1961593.23,591321.895,WWTP4
34903042,junction,483.7216154432308,1961858.622,591335.081,WWTP4
34903043,junction,480.5577851155702,1961891.033,591304.59,WWTP4
34903044,junction,471.0897019034086,1962001.937,591316.655,WWTP4
34903045,junction,461.689651103307,1962077.207,591304.468,WWTP4
34903046,junction,460.3668164576377,1962102.92,591309.566,WWTP4
34903047,junction,456.85246542893566,1962147.926,591298.113,WWTP4
34903048,junction,450.44555661511805,1962284.944,591327.405,WWTP4
34903049,junction,442.3927245094538,1962463.286,591337.42,WWTP4
34903050,junction,481.88976377952747,1961473.123,591312.459,WWTP4
34903051,junction,477.46710693421375,1961561.076,591279.167,WWTP4
34903052,junction,953.4163068326135,1961668.406,591271.372,WWTP4
34903053,junction,486.45567691135363,1961763.085,591307.786,WWTP4
34903054,junction,482.0025400050799,1961731.18,591273.859,WWTP4
34903055,junction,477.29641859283714,1961798.609,591274.377,WWTP4
34903056,junction,472.13309626619247,1961916.661,591280.483,WWTP4
34903057,junction,445.6632350504749,1962346.999,591299.421,WWTP4
34903058,junction,432.63910500221476,1962574.307,591287.301,WWTP4
34903059,junction,470.6334772669544,1961418.266,591254.105,WWTP4
34903060,junction,469.8623317246633,1961404.487,591239.452,WWTP4
34903061,junction,470.5024130048259,1961499.628,591213.818,WWTP4
34903062,junction,949.7282194564388,1961619.653,591219.554,WWTP4
34903063,junction,472.61468122936236,1961700.481,591241.215,WWTP4
34903064,junction,474.00152400304796,1961833.27,591241.781,WWTP4
34903065,junction,465.3421386842773,1961857.995,591218.441,WWTP4
